"Category","Hist. Ref. Per., 1995-2014","Historical 10-90th Percentile Range (low)","Historical 10-90th Percentile Range (high)","SSP1-1.9","SSP1-1.9 10-90th Percentile Range (low)","SSP1-1.9 10-90th Percentile Range (high)","SSP1-2.6","SSP1-2.6 10-90th Percentile Range (low)","SSP1-2.6 10-90th Percentile Range (high)","SSP2-4.5","SSP2-4.5 10-90th Percentile Range (low)","SSP2-4.5 10-90th Percentile Range (high)","SSP3-7.0","SSP3-7.0 10-90th Percentile Range (low)","SSP3-7.0 10-90th Percentile Range (high)","SSP5-8.5","SSP5-8.5 10-90th Percentile Range (low)","SSP5-8.5 10-90th Percentile Range (high)"
1995,241.7,106.9,470.29
1996,241.63,107.4,467.83
1997,241.64,107.93,465.56
1998,241.8,108.53,463.65
1999,242.2,109.21,462.3
2000,242.89,110.02,461.68
2001,243.97,110.99,461.98
2002,245.49,112.13,463.36
2003,247.33,113.43,465.68
2004,249.27,114.8,468.57
2005,251.05,116.2,471.71
2006,252.44,117.55,474.74
2007,253.21,118.79,477.32
2008,253.13,119.84,479.1
2009,252.09,120.69,479.92
2010,250.25,121.36,479.93
2011,247.76,121.89,479.29
2012,244.8,122.31,478.16
2013,241.51,122.66,476.7
2014,238.05,122.98,475.08,238.05,122.98,475.08,238.05,122.98,475.08,238.05,122.98,475.08,238.05,122.98,475.08,238.05,122.98,475.08
2015,,,,253.03,63.24,472.59,244.23,110.32,469.22,242,106.2,460.14,262.71,112.57,486.49,257.09,112.86,506.36
2016,,,,257.26,71.76,471.27,245.76,109.83,470.71,245.6,105.96,466.65,262.51,114.37,487.3,253.34,113.41,496.57
2017,,,,261.12,79.7,469.79,247.32,109.37,472.4,248.98,105.85,472.74,262.38,116.14,488.04,249.9,114.02,487.57
2018,,,,264.25,86.48,468,248.95,108.95,474.5,251.94,106.01,478,262.42,117.86,488.65,247.07,114.74,480.14
2019,,,,266.29,91.5,465.72,250.69,108.6,477.2,254.27,106.54,482.01,262.7,119.5,489.05,245.15,115.62,475.08
2020,,,,266.87,94.2,462.8,252.55,108.34,480.72,255.74,107.6,484.34,263.3,121.02,489.18,244.45,116.72,473.18
2021,,,,265.69,94.06,459.15,254.59,108.2,485.21,256.18,109.27,484.67,264.29,122.41,488.98,245.23,118.08,475.1
2022,,,,263.03,91.42,455.4,256.75,108.17,490.42,255.76,111.39,483.5,265.64,123.65,488.51,247.28,119.57,480.26
2023,,,,259.55,87.11,452.6,258.96,108.28,495.81,254.84,113.65,481.84,267.25,124.75,487.86,250.09,120.98,487.26
2024,,,,255.94,81.97,451.84,261.15,108.51,500.87,253.8,115.7,480.72,269.01,125.69,487.15,253.15,122.08,494.72
2025,,,,252.85,76.85,454.18,263.23,108.89,505.08,253.03,117.22,481.17,270.82,126.49,486.51,255.97,122.65,501.27
2026,,,,250.95,72.59,460.66,265.14,109.41,507.9,252.87,117.89,484.2,272.58,127.14,486.03,258.03,122.49,505.53
2027,,,,250.48,69.59,471.06,266.82,110.12,509.12,253.47,117.65,489.89,274.2,127.68,485.81,259.16,121.58,507.06
2028,,,,251.11,67.69,483.4,268.25,111.08,508.93,254.56,116.81,497.08,275.63,128.19,485.92,259.62,120.25,506.7
2029,,,,252.45,66.67,495.59,269.42,112.37,507.54,255.9,115.74,504.51,276.79,128.77,486.4,259.71,118.85,505.41
2030,,,,254.15,66.3,505.51,270.33,114.08,505.16,257.2,114.76,510.92,277.63,129.51,487.32,259.74,117.69,504.12
2031,,,,255.82,66.36,511.06,270.95,116.27,502.01,258.22,114.23,515.05,278.09,130.5,488.74,259.99,117.14,503.76
2032,,,,257.18,66.68,510.97,271.28,118.94,498.37,258.76,114.37,516.06,278.14,131.76,490.63,260.68,117.4,505
2033,,,,258.24,67.2,506.77,271.3,121.73,494.67,258.84,114.95,514.48,277.84,133.1,492.63,261.74,118.29,507.53
2034,,,,259.08,67.87,500.56,271.01,124.21,491.41,258.55,115.69,511.15,277.31,134.28,494.33,263.04,119.56,510.86
2035,,,,259.75,68.65,494.44,270.38,125.97,489.09,257.98,116.28,506.88,276.65,135.06,495.33,264.43,120.94,514.49
2036,,,,260.35,69.52,490.52,269.41,126.58,488.18,257.2,116.41,502.5,275.95,135.19,495.21,265.8,122.16,517.93
2037,,,,260.92,70.44,490.64,268.1,125.69,489.09,256.3,115.85,498.78,275.31,134.49,493.65,267,123.01,520.7
2038,,,,261.5,71.4,494.38,266.54,123.57,491.43,255.49,114.76,496.05,274.77,133.09,491.13,267.96,123.52,522.45
2039,,,,262.09,72.4,500.15,264.87,120.8,494.41,255,113.54,494.4,274.38,131.32,488.54,268.59,123.91,522.9
2040,,,,262.68,73.45,506.36,263.21,117.96,497.25,255.09,112.59,493.92,274.15,129.5,486.77,268.84,124.39,521.78
2041,,,,263.29,74.57,511.4,261.72,115.64,499.16,255.99,112.33,494.69,274.12,127.95,486.72,268.63,125.14,518.81
2042,,,,263.91,75.74,513.72,260.53,114.4,499.35,257.94,113.12,496.8,274.31,126.99,489.24,267.89,126.37,513.73
